ID белка,Название семейства/белка,Описание предсказания,Источник предсказания,Вхождение из orf,ORF,id_prefix,coords,strand
MN033591_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033591,3-1316,+
MN033591_1,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN033591,3-1316,+
MN033591_1,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN033591,3-1316,+
MN033591_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033591,3-1316,+
MN033591_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033591,3-1316,+
MN033591_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033591,3-1316,+
MN032977_22,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,4378-4530,+
MN032977_22,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,4378-4530,+
MN032977_22,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,4378-4530,+
MN032977_22,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,4378-4530,+
MN033141_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033141,927-532,-
MN033141_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033141,927-532,-
MN033141_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033141,927-532,-
MN033141_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033141,927-532,-
MN032977_6,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,1254-1568,+
MN032977_6,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,1254-1568,+
MN034422_15,Phospholipase A2 domain superfamily,Phospholipase A2 domain,Gene3D,-,-,MN034422,715-2,-
MN034422_15,Phospholipase A2 domain superfamily,"Phospholipase A2, PLA2",SUPERFAMILY,-,-,MN034422,715-2,-
MN034422_15,-,consensus disorder prediction,MobiDBLite,-,-,MN034422,715-2,-
MN034422_15,-,consensus disorder prediction,MobiDBLite,-,-,MN034422,715-2,-
MN034422_15,-,consensus disorder prediction,MobiDBLite,-,-,MN034422,715-2,-
MN034422_15,-,consensus disorder prediction,MobiDBLite,-,-,MN034422,715-2,-
MN032977_31,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,6423-6617,+
MN032977_31,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,6423-6617,+
MN032977_31,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,6423-6617,+
MN033141_2,-,consensus disorder prediction,MobiDBLite,-,-,MN033141,878-1054,+
MN033141_2,-,consensus disorder prediction,MobiDBLite,-,-,MN033141,878-1054,+
MN033177_14,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177,1191-775,-
MN033177_14,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177,1191-775,-
MN033177_14,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177,1191-775,-
MN033177_14,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177,1191-775,-
MN033177_14,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,1191-775,-
MN033177_14,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177,1191-775,-
MN033177_14,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,1191-775,-
MN032977_4,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,499-708,+
MN032977_4,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,499-708,+
MN032977_4,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,499-708,+
MN033591_2,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033591,1087-1317,+
MN033591_2,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033591,1087-1317,+
MN033591_2,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033591,1087-1317,+
MN033591_2,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033591,1087-1317,+
MN033141_4,-,consensus disorder prediction,MobiDBLite,-,-,MN033141,1181-900,-
MN033141_4,-,consensus disorder prediction,MobiDBLite,-,-,MN033141,1181-900,-
MN033141_1,-,consensus disorder prediction,MobiDBLite,-,-,MN033141,813-980,+
MN033141_1,-,consensus disorder prediction,MobiDBLite,-,-,MN033141,813-980,+
MN033141_1,-,consensus disorder prediction,MobiDBLite,-,-,MN033141,813-980,+
MN034197_3,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN034197,964-1200,+
MN034197_3,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN034197,964-1200,+
MN034197_3,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN034197,964-1200,+
MN034197_3,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN034197,964-1200,+
MN034197_3,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN034197,964-1200,+
MN034197_3,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN034197,964-1200,+
MN032977_53,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,1129-854,-
MN032977_53,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,1129-854,-
MN032977_53,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,1129-854,-
MN032977_53,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,1129-854,-
MN032977_53,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,1129-854,-
MN032977_53,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,1129-854,-
MN032977_53,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,1129-854,-
MN032977_44,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,3109-2801,-
MN032977_44,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,3109-2801,-
MN032977_44,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,3109-2801,-
MN032977_44,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,3109-2801,-
MN032977_44,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,3109-2801,-
MN032977_44,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,3109-2801,-
MN032977_44,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,3109-2801,-
MN032977_13,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,2692-2919,+
MN034197_2,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,MN034197,2-799,+
MN034197_2,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,MN034197,2-799,+
MN034197_2,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN034197,2-799,+
MN034197_2,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN034197,2-799,+
MN033907_6,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN033907,1317-139,-
MN033907_6,-,consensus disorder prediction,MobiDBLite,-,-,MN033907,1317-139,-
MN033907_6,-,consensus disorder prediction,MobiDBLite,-,-,MN033907,1317-139,-
MN033907_6,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN033907,1317-139,-
MN033907_6,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,MN033907,1317-139,-
MN034197_7,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN034197,694-476,-
MN034197_7,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN034197,694-476,-
MN034197_7,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN034197,694-476,-
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177,1-3288,+
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177,1-3288,+
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177,1-3288,+
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177,1-3288,+
MN033177_4,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,MN033177,1-3288,+
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177,1-3288,+
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177,1-3288,+
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177,1-3288,+
MN033177_4,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,MN033177,1-3288,+
MN033177_4,-,consensus disorder prediction,MobiDBLite,-,-,MN033177,1-3288,+
MN033177_4,-,consensus disorder prediction,MobiDBLite,-,-,MN033177,1-3288,+
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177,1-3288,+
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,1-3288,+
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,1-3288,+
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177,1-3288,+
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177,1-3288,+
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,1-3288,+
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,1-3288,+
MN033177_4,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN033177,1-3288,+
MN033177_4,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN033177,1-3288,+
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,1-3288,+
MN033177_12,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177,1559-1410,-
MN033177_12,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177,1559-1410,-
MN033177_12,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177,1559-1410,-
MN033177_12,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177,1559-1410,-
MN034197_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN034197,165-326,+
MN034197_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN034197,165-326,+
MN034197_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN034197,165-326,+
MN034197_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN034197,165-326,+
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,Mamastrovirus p20 protein,Astroviridae polyprotein 1,Pfam,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,HUANSSPS,2-2842,+
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,Trypsin-like peptidase domain,Pfam,,1A,HUANSSPS,2-2842,+
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,Coil,Coils,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,Astrovirus transmembrane protein 1A,Astrovirus transmembrane protein 1A,Pfam,,1A,HUANSSPS,2-2842,+
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,Coil,Coils,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,2-2842,+
HUANSSPS_6,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,HUANSSPS,2-2842,+
HUANSSPS_6,Astrovirus p19 protein,Astrovirus p19 protein,Pfam,-,-,HUANSSPS,2-2842,+
HV511037_6,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,HV511037,2-3028,+
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,2-3028,+
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,2-3028,+
HV511037_6,-,Coil,Coils,-,-,HV511037,2-3028,+
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,2-3028,+
HV511037_6,-,consensus disorder prediction,MobiDBLite,-,-,HV511037,2-3028,+
HV511037_6,-,consensus disorder prediction,MobiDBLite,-,-,HV511037,2-3028,+
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,2-3028,+
HV511037_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,2-3028,+
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,2-3028,+
HV511037_6,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,HV511037,2-3028,+
HV511037_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,2-3028,+
HV511037_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,2-3028,+
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,2-3028,+
HV511037_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,2-3028,+
HV511037_6,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,HV511037,2-3028,+
HV511037_6,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,HV511037,2-3028,+
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,2-3028,+
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,2-3028,+
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,2-3028,+
HV511037_6,-,Coil,Coils,-,-,HV511037,2-3028,+
HV511037_6,-,Coil,Coils,-,-,HV511037,2-3028,+
HV511037_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,2-3028,+
HUANSSPS_14,Turkey astrovirus capsid protein,Turkey astrovirus capsid protein,Pfam,-,-,HUANSSPS,4217-6712,+
HUANSSPS_14,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS,4217-6712,+
HUANSSPS_14,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS,4217-6712,+
HUANSSPS_14,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS,4217-6712,+
HUANSSPS_14,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS,4217-6712,+
HUANSSPS_14,Viral coat protein subunit,-,Gene3D,-,-,HUANSSPS,4217-6712,+
HUANSSPS_14,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,,2,HUANSSPS,4217-6712,+
HUANSSPS_14,-,Capsid polyprotein VP90,FunFam,-,-,HUANSSPS,4217-6712,+
HV511037_13,-,N-terminal region of a signal peptide.,Phobius,-,-,HV511037,5847-6113,+
HV511037_13,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,5847-6113,+
HV511037_13,-,Signal peptide region,Phobius,-,-,HV511037,5847-6113,+
HV511037_13,-,Hydrophobic region of a signal peptide.,Phobius,-,-,HV511037,5847-6113,+
HV511037_13,-,C-terminal region of a signal peptide.,Phobius,-,-,HV511037,5847-6113,+
HV511037_13,-,SignalP-noTM,SignalP_EUK,-,-,HV511037,5847-6113,+
HV511037_25,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,3704-3522,-
HV511037_25,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,3704-3522,-
HV511037_25,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,3704-3522,-
HV511037_28,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,3050-2838,-
HV511037_28,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,3050-2838,-
HV511037_28,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,3050-2838,-
HV511037_28,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,3050-2838,-
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,5256-4294,-
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,5256-4294,-
HV511037_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,5256-4294,-
HV511037_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,5256-4294,-
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,5256-4294,-
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,5256-4294,-
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,5256-4294,-
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,5256-4294,-
HV511037_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,5256-4294,-
HV511037_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,5256-4294,-
HV511037_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,5256-4294,-
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,2512-2186,-
HUANSSPS_34,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,2512-2186,-
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,2512-2186,-
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,2512-2186,-
HUANSSPS_34,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,2512-2186,-
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,2512-2186,-
HUANSSPS_34,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,2512-2186,-
HUANSSPS_34,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,2512-2186,-
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,2512-2186,-
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,2512-2186,-
HV511037_38,-,consensus disorder prediction,MobiDBLite,-,-,HV511037,988-824,-
MN032977_58,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,522-22,-
MN032977_58,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,522-22,-
MN032977_58,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,522-22,-
MN032977_58,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,522-22,-
HV511037_4,-,consensus disorder prediction,MobiDBLite,-,-,HV511037,2283-2492,+
HV511037_4,-,consensus disorder prediction,MobiDBLite,-,-,HV511037,2283-2492,+
HV511037_4,-,consensus disorder prediction,MobiDBLite,-,-,HV511037,2283-2492,+
HUANSSPS_20,-,SignalP-TM,SignalP_GRAM_POSITIVE,-,-,HUANSSPS,6441-6193,-
HUANSSPS_20,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS,6441-6193,-
HUANSSPS_20,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS,6441-6193,-
HUANSSPS_40,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,1497-1096,-
HUANSSPS_22,-,C-terminal region of a signal peptide.,Phobius,-,-,HUANSSPS,5348-5157,-
HUANSSPS_22,-,N-terminal region of a signal peptide.,Phobius,-,-,HUANSSPS,5348-5157,-
HUANSSPS_22,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,5348-5157,-
HUANSSPS_22,-,Hydrophobic region of a signal peptide.,Phobius,-,-,HUANSSPS,5348-5157,-
HUANSSPS_22,-,SignalP-noTM,SignalP_EUK,-,-,HUANSSPS,5348-5157,-
HUANSSPS_22,-,Signal peptide region,Phobius,-,-,HUANSSPS,5348-5157,-
HUANSSPS_22,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,5348-5157,-
HUANSSPS_22,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,5348-5157,-
HUANSSPS_43,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,780-613,-
HUANSSPS_43,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,780-613,-
HUANSSPS_43,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,780-613,-
HV511037_8,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,3167-3499,+
HV511037_8,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,3167-3499,+
HV511037_8,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,3167-3499,+
HV511037_30,-,SignalP-noTM,SignalP_EUK,-,-,HV511037,2859-2686,-
HV511037_9,-,ps-ssRNAv_Astroviridae_RdRp,CDD,-,-,HV511037,3019-4548,+
HV511037_9,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,HV511037,3019-4548,+
HV511037_9,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,HV511037,3019-4548,+
HV511037_9,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,HV511037,3019-4548,+
HV511037_9,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,HV511037,3019-4548,+
HV511037_35,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,1563-1339,-
HV511037_35,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,1563-1339,-
HV511037_35,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,1563-1339,-
HV511037_35,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,1563-1339,-
